date,pe,yoy
2011-11-15,14.463,-11.02%
2011-11-14,14.393,-11.56%
2011-11-11,14.532,-11.76%
2011-11-10,14.254,-13.81%
2011-11-09,14.132,-14.17%
2011-11-08,14.671,-11.62%
2011-11-07,14.501,-12.83%
2011-11-04,14.410,-13.04%
2011-11-03,14.501,-10.80%
2011-11-02,14.234,-12.12%
2011-11-01,14.100,-11.21%
2011-10-31,14.411,-12.48%
2011-10-28,14.775,-10.31%
2011-10-27,14.769,-10.25%
2011-10-26,14.279,-13.46%
2011-10-25,14.130,-14.36%
2011-10-24,14.419,-12.42%
2011-10-21,14.236,-13.32%
2011-10-20,13.973,-14.77%
2011-10-19,13.910,-14.27%
2011-10-18,14.088,-14.55%
2011-10-17,13.806,-15.65%
2011-10-14,14.079,-13.81%
2011-10-13,13.838,-15.59%
2011-10-12,13.880,-14.73%
2011-10-11,13.745,-15.24%
2011-10-10,13.738,-15.27%
2011-10-07,13.284,-17.57%
2011-10-06,13.394,-17.02%
2011-10-05,13.153,-18.57%
2011-10-04,12.922,-18.33%
2011-10-03,12.638,-20.52%
2011-10-01,13.880,-12.70%
2011-09-30,13.008,-18.09%
2011-09-29,13.502,-17.11%
2011-09-28,13.394,-17.99%
2011-09-27,13.677,-15.85%
2011-09-26,13.532,-17.22%
2011-09-23,13.224,-17.39%
2011-09-22,13.144,-18.57%
2011-09-21,13.576,-16.30%
2011-09-20,13.988,-13.98%
2011-09-19,14.011,-12.53%
2011-09-16,14.150,-11.59%
2011-09-15,14.069,-12.13%
2011-09-14,13.832,-13.30%
2011-09-13,13.648,-14.52%
2011-09-12,13.524,-14.35%
2011-09-09,13.431,-14.52%
2011-09-08,13.799,-11.76%
2011-09-07,13.947,-10.24%
2011-09-06,13.559,-13.74%
2011-09-02,13.660,-11.94%
2011-09-01,13.500,-13.52%
2011-08-31,14.183,-5.02%
2011-08-30,14.285,-6.45%
2011-08-29,14.251,-8.05%
2011-08-26,13.859,-9.10%
2011-08-25,13.653,-11.14%
2011-08-24,13.869,-9.43%
2011-08-23,13.689,-11.91%
2011-08-22,13.235,-15.17%
2011-08-19,13.232,-15.50%
2011-08-18,13.434,-15.66%
2011-08-17,14.061,-11.59%
2011-08-16,14.047,-10.61%
2011-08-15,14.185,-9.72%
2011-08-12,13.883,-11.99%
2011-08-11,13.810,-12.93%
2011-08-10,13.199,-19.13%
2011-08-09,13.809,-15.90%
2011-08-08,13.184,-19.26%
2011-08-05,14.125,-13.82%
2011-08-04,14.133,-13.88%
2011-08-03,14.843,-9.01%
2011-08-02,14.769,-9.89%
2011-08-01,13.790,-10.86%
2011-07-29,15.408,-6.14%
2011-07-28,15.508,-5.93%
2011-07-27,15.558,-6.28%
2011-07-26,15.881,-4.43%
2011-07-25,15.946,-2.96%
2011-07-22,16.037,-1.61%
2011-07-21,16.022,+0.51%
2011-07-20,15.808,-2.10%
2011-07-19,15.819,-0.91%
2011-07-18,15.565,-1.92%
2011-07-15,15.693,-3.97%
2011-07-14,15.606,-4.38%
2011-07-13,15.711,-3.76%
2011-07-12,15.663,-2.58%
2011-07-11,15.733,-2.07%
2011-07-08,16.022,+0.45%
2011-07-07,16.135,+2.11%
2011-07-06,15.968,+4.22%
2011-07-05,15.952,+4.67%
2011-07-01,15.610,-0.70%
2011-06-30,15.746,+2.51%
2011-06-29,15.748,-1.63%
2011-06-28,15.619,-5.47%
2011-06-27,15.419,-6.86%
2011-06-24,15.279,-7.44%
2011-06-23,15.460,-7.92%
2011-06-22,15.504,-7.94%
2011-06-21,15.605,-8.83%
2011-06-20,15.398,-10.38%
2011-06-17,15.316,-10.74%
2011-06-16,15.269,-10.90%
2011-06-15,15.242,-11.11%
2011-06-14,15.513,-7.40%
2011-06-13,15.320,-8.72%
2011-06-10,15.309,-8.38%
2011-06-09,15.526,-4.34%
2011-06-08,15.413,-5.60%
2011-06-07,15.477,-4.17%
2011-06-06,15.492,-5.38%
2011-06-03,15.661,-7.64%
2011-06-02,15.815,-6.35%
2011-06-01,15.350,-4.95%
2011-05-31,16.203,-6.31%
2011-05-27,16.201,-7.49%
2011-05-26,16.135,-4.83%
2011-05-25,16.072,-5.74%
2011-05-24,16.021,-6.01%
2011-05-23,16.034,-7.15%
2011-05-20,16.228,-4.61%
2011-05-19,16.353,-7.62%
2011-05-18,16.318,-8.29%
2011-05-17,16.176,-10.38%
2011-05-16,16.181,-10.26%
2011-05-13,16.282,-11.39%
2011-05-12,16.415,-11.75%
2011-05-11,16.335,-10.98%
2011-05-10,16.519,-10.28%
2011-05-09,16.386,-7.09%
2011-05-06,16.312,-8.92%
2011-05-05,16.250,-12.20%
2011-05-04,16.399,-11.98%
2011-05-03,16.512,-13.49%
2011-05-02,16.568,-4.23%
2011-05-01,16.120,-6.82%
2011-04-29,16.771,-15.32%
2011-04-28,16.732,-14.43%
2011-04-27,16.673,-14.18%
2011-04-26,16.569,-16.71%
2011-04-25,16.422,-17.80%
2011-04-21,16.448,-16.90%
2011-04-20,16.362,-17.41%
2011-04-19,16.143,-17.86%
2011-04-18,16.051,-17.96%
2011-04-15,16.230,-18.38%
2011-04-14,16.167,-18.64%
2011-04-13,16.165,-17.74%
2011-04-12,16.162,-17.70%
2011-04-11,16.289,-16.90%
2011-04-08,16.335,-16.11%
2011-04-07,16.400,-15.49%
2011-04-06,16.425,-15.86%
2011-04-05,16.389,-15.91%
2011-04-04,16.392,-13.77%
2011-04-01,16.210,-14.73%
2011-03-31,16.306,-15.04%
2011-03-30,16.605,-18.47%
2011-03-29,16.495,-19.00%
2011-03-28,16.379,-19.12%
2011-03-25,16.425,-18.83%
2011-03-24,16.373,-19.22%
2011-03-23,16.221,-20.41%
2011-03-22,16.174,-20.07%
2011-03-21,16.232,-19.38%
2011-03-18,15.992,-20.98%
2011-03-17,15.923,-21.34%
2011-03-16,15.713,-21.93%
2011-03-15,16.025,-19.76%
2011-03-14,16.207,-18.81%
2011-03-11,16.306,-18.33%
2011-03-10,16.191,-18.58%
2011-03-09,16.502,-16.64%
2011-03-08,16.525,-16.38%
2011-03-07,16.379,-17.14%
2011-03-04,16.516,-15.27%
2011-03-03,16.639,-14.32%
2011-03-02,16.358,-15.73%
2011-03-01,16.040,-15.18%
2011-02-28,16.592,-18.44%
2011-02-25,16.777,-17.42%
2011-02-24,16.602,-18.45%
2011-02-23,16.619,-17.57%
2011-02-22,16.721,-18.07%
2011-02-18,17.071,-16.26%
2011-02-17,17.039,-15.87%
2011-02-16,16.986,-15.77%
2011-02-15,16.881,-14.79%
2011-02-14,16.936,-14.51%
2011-02-11,16.895,-14.95%
2011-02-10,16.803,-14.60%
2011-02-09,16.790,-14.85%
2011-02-08,16.837,-13.50%
2011-02-07,16.767,-14.62%
2011-02-04,16.663,-14.91%
2011-02-03,16.615,-17.79%
2011-02-02,16.576,-18.44%
2011-02-01,16.520,-12.64%
2011-01-31,16.348,-22.41%
2011-01-28,16.501,-22.45%
2011-01-27,16.801,-21.97%
2011-01-26,16.763,-21.77%
2011-01-25,16.693,-22.42%
2011-01-24,16.688,-22.09%
2011-01-21,16.591,-24.26%
2011-01-20,16.552,-25.87%
2011-01-19,16.573,-26.56%
2011-01-18,16.742,-24.88%
2011-01-14,16.719,-25.80%
2011-01-13,16.597,-26.16%
2011-01-12,16.625,-25.42%
2011-01-11,16.477,-26.78%
2011-01-10,16.416,-26.92%
2011-01-07,16.438,-26.61%
2011-01-06,16.469,-26.18%
2011-01-05,16.504,-25.98%
2011-01-04,16.421,-26.13%
2011-01-03,16.443,-20.57%
2011-01-01,16.300,-21.26%
2010-12-31,16.259,-25.68%
2010-12-30,16.656,-43.57%
2010-12-29,16.681,-43.48%
2010-12-28,16.665,-43.61%
2010-12-27,16.652,-43.59%
2010-12-23,16.642,-43.33%
2010-12-22,16.669,-43.11%
2010-12-21,16.613,-43.09%
2010-12-20,16.513,-42.84%
2010-12-17,16.471,-42.66%
2010-12-16,16.457,-43.38%
2010-12-15,16.356,-43.67%
2010-12-14,16.441,-43.69%
2010-12-13,16.426,-43.35%
2010-12-10,16.425,-43.14%
2010-12-09,16.327,-43.15%
2010-12-08,16.264,-43.16%
2010-12-07,16.204,-43.95%
2010-12-06,16.196,-44.12%
2010-12-03,16.217,-43.74%
2010-12-02,16.175,-44.35%
2010-12-01,16.050,-26.31%
2010-11-30,15.632,-45.55%
2010-11-29,16.118,-62.57%
2010-11-26,16.141,-63.16%
2010-11-24,16.262,-62.71%
2010-11-23,16.023,-63.28%
2010-11-22,16.255,-62.24%
2010-11-19,16.281,-62.30%
2010-11-18,16.240,-62.90%
2010-11-17,15.994,-63.48%
2010-11-16,15.991,-63.46%
2010-11-15,16.254,-62.32%
2010-11-12,16.274,-62.06%
2010-11-11,16.468,-62.00%
2010-11-10,16.538,-61.64%
2010-11-09,16.466,-61.81%
2010-11-08,16.600,-60.65%
2010-11-05,16.635,-60.46%
2010-11-04,16.570,-59.86%
2010-11-03,16.257,-60.58%
2010-11-02,16.197,-60.63%
2010-11-01,15.880,-44.30%
2010-10-29,16.466,-80.63%
2010-10-28,16.473,-80.19%
2010-10-27,16.455,-80.60%
2010-10-26,16.499,-80.61%
2010-10-25,16.499,-80.84%
2010-10-22,16.464,-81.11%
2010-10-21,16.424,-80.95%
2010-10-20,16.395,-81.16%
2010-10-19,16.225,-81.47%
2010-10-18,16.486,-80.99%
2010-10-15,16.368,-81.28%
2010-10-14,16.335,-81.24%
2010-10-13,16.394,-80.84%
2010-10-12,16.278,-81.03%
2010-10-11,16.217,-81.02%
2010-10-08,16.214,-80.92%
2010-10-07,16.116,-80.89%
2010-10-06,16.142,-80.81%
2010-10-05,16.153,-80.53%
2010-10-04,15.823,-80.65%
2010-10-01,15.900,-62.25%
2010-09-30,15.881,-81.16%
2010-09-29,16.290,-83.32%
2010-09-28,16.333,-83.31%
2010-09-27,16.254,-83.10%
2010-09-24,16.347,-83.11%
2010-09-23,16.007,-83.61%
2010-09-22,16.142,-83.64%
2010-09-21,16.220,-83.45%
2010-09-20,16.262,-83.47%
2010-09-17,16.018,-83.67%
2010-09-16,16.005,-83.74%
2010-09-15,16.011,-83.48%
2010-09-14,15.954,-83.49%
2010-09-13,15.966,-83.37%
2010-09-10,15.790,-83.58%
2010-09-09,15.713,-83.49%
2010-09-08,15.638,-83.44%
2010-09-07,15.538,-83.40%
2010-09-03,15.718,-82.99%
2010-09-02,15.513,-83.06%
2010-09-01,15.610,-81.26%
2010-08-31,14.933,-84.11%
2010-08-30,15.270,-86.36%
2010-08-27,15.498,-86.19%
2010-08-26,15.246,-86.37%
2010-08-25,15.364,-86.27%
2010-08-24,15.313,-86.28%
2010-08-23,15.539,-86.08%
2010-08-20,15.602,-85.77%
2010-08-19,15.659,-85.56%
2010-08-18,15.929,-85.21%
2010-08-17,15.905,-85.08%
2010-08-16,15.714,-85.62%
2010-08-13,15.712,-85.74%
2010-08-12,15.775,-85.59%
2010-08-11,15.861,-85.34%
2010-08-10,16.321,-85.11%
2010-08-09,16.419,-85.07%
2010-08-06,16.329,-84.95%
2010-08-05,16.390,-84.98%
2010-08-04,16.411,-85.00%
2010-08-03,16.312,-85.05%
2010-08-02,16.390,-82.37%
2010-08-01,15.470,-83.36%
2010-07-30,16.417,-87.51%
2010-07-29,16.416,-87.36%
2010-07-28,16.485,-87.36%
2010-07-27,16.600,-87.31%
2010-07-26,16.617,-87.26%
2010-07-23,16.433,-87.36%
2010-07-22,16.299,-87.17%
2010-07-21,15.940,-87.46%
2010-07-20,16.147,-87.25%
2010-07-19,15.965,-87.25%
2010-07-16,15.870,-87.33%
2010-07-15,16.341,-86.84%
2010-07-14,16.321,-86.47%
2010-07-13,16.324,-86.39%
2010-07-12,16.077,-86.27%
2010-07-09,16.065,-86.33%
2010-07-08,15.950,-86.38%
2010-07-07,15.801,-86.53%
2010-07-06,15.321,-87.20%
2010-07-02,15.240,-87.23%
2010-07-01,15.720,-84.56%
2010-06-30,15.361,-87.45%
2010-06-29,16.009,-87.41%
2010-06-28,16.522,-86.89%
2010-06-25,16.555,-86.89%
2010-06-24,16.508,-86.64%
2010-06-23,16.790,-86.33%
2010-06-22,16.841,-86.25%
2010-06-21,17.116,-86.46%
2010-06-18,17.182,-86.36%
2010-06-17,17.159,-86.26%
2010-06-16,17.137,-86.30%
2010-06-15,17.147,-86.47%
2010-06-14,16.753,-87.09%
2010-06-11,16.784,-87.05%
2010-06-10,16.710,-87.03%
2010-06-09,16.231,-87.44%
2010-06-08,16.328,-87.33%
2010-06-07,16.151,-87.48%
2010-06-04,16.373,-87.34%
2010-06-03,16.956,-86.73%
2010-06-02,16.888,-86.97%
2010-06-01,16.150,-86.90%
2010-05-28,17.295,-86.50%
2010-05-27,17.512,-86.12%
2010-05-26,16.954,-86.81%
2010-05-25,17.051,-86.39%
2010-05-24,17.045,-86.39%
2010-05-21,17.268,-86.24%
2010-05-20,17.012,-86.67%
2010-05-19,17.702,-86.20%
2010-05-18,17.793,-86.15%
2010-05-17,18.050,-85.53%
2010-05-14,18.030,-85.71%
2010-05-13,18.375,-85.28%
2010-05-12,18.601,-85.50%
2010-05-11,18.349,-85.71%
2010-05-10,18.411,-85.97%
2010-05-07,17.636,-86.24%
2010-05-06,17.910,-86.21%
2010-05-05,18.509,-85.50%
2010-05-04,18.632,-85.46%
2010-05-03,19.087,-84.58%
2010-05-01,17.300,-86.02%
2010-04-30,18.839,-84.72%
2010-04-29,19.806,-84.45%
2010-04-28,19.553,-84.31%
2010-04-27,19.427,-84.46%
2010-04-26,19.892,-84.25%
2010-04-23,19.978,-83.91%
2010-04-22,19.837,-83.87%
2010-04-21,19.792,-84.03%
2010-04-20,19.812,-83.67%
2010-04-19,19.654,-84.50%
2010-04-16,19.566,-84.49%
2010-04-15,19.886,-83.99%
2010-04-14,19.870,-83.80%
2010-04-13,19.650,-84.30%
2010-04-12,19.637,-84.27%
2010-04-09,19.602,-84.30%
2010-04-08,19.472,-83.81%
2010-04-07,19.407,-83.68%
2010-04-06,19.521,-83.97%
2010-04-05,19.489,-84.13%
2010-04-01,19.010,-84.13%
2010-03-31,19.193,-83.50%
2010-03-30,20.366,-75.35%
2010-03-29,20.365,-76.21%
2010-03-26,20.250,-76.83%
2010-03-25,20.235,-76.31%
2010-03-24,20.269,-76.04%
2010-03-23,20.381,-76.40%
2010-03-22,20.236,-74.91%
2010-03-19,20.134,-75.53%
2010-03-18,20.237,-75.72%
2010-03-17,20.243,-75.21%
2010-03-16,20.126,-74.56%
2010-03-15,19.971,-74.84%
2010-03-12,19.962,-74.66%
2010-03-11,19.966,-73.62%
2010-03-10,19.886,-73.66%
2010-03-09,19.796,-72.11%
2010-03-08,19.762,-72.44%
2010-03-05,19.766,-72.40%
2010-03-04,19.493,-73.94%
2010-03-03,19.420,-73.42%
2010-03-02,19.412,-73.60%
2010-03-01,18.910,-82.87%
2010-02-26,20.344,-67.00%
2010-02-25,20.316,-67.57%
2010-02-24,20.358,-67.85%
2010-02-23,20.162,-66.88%
2010-02-22,20.409,-67.64%
2010-02-19,20.430,-67.98%
2010-02-18,20.386,-68.43%
2010-02-17,20.253,-68.66%
2010-02-16,20.167,-70.22%
2010-02-12,19.810,-71.04%
2010-02-11,19.865,-70.91%
2010-02-10,19.675,-70.96%
2010-02-09,19.719,-72.32%
2010-02-08,19.465,-72.64%
2010-02-05,19.639,-71.65%
2010-02-04,19.582,-71.27%
2010-02-03,20.211,-70.57%
2010-02-02,20.323,-69.94%
2010-02-01,18.910,-77.62%
2010-01-29,21.069,-62.90%
2010-01-28,21.278,-63.78%
2010-01-27,21.532,-62.11%
2010-01-26,21.428,-61.89%
2010-01-25,21.518,-61.51%
2010-01-22,21.420,-61.48%
2010-01-21,21.905,-61.21%
2010-01-20,22.328,-58.74%
2010-01-19,22.567,-60.50%
2010-01-15,22.288,-60.69%
2010-01-14,22.532,-60.21%
2010-01-13,22.478,-61.63%
2010-01-12,22.292,-61.88%
2010-01-11,22.503,-62.39%
2010-01-08,22.464,-63.26%
2010-01-07,22.399,-63.24%
2010-01-06,22.310,-64.48%
2010-01-05,22.298,-64.23%
2010-01-04,22.229,-64.50%
2010-01-01,20.700,-70.80%
2009-12-31,21.878,-63.96%
2009-12-30,29.518,-16.35%
2009-12-29,29.513,-14.32%
2009-12-28,29.554,-14.53%
2009-12-24,29.520,-14.18%
2009-12-23,29.366,-14.13%
2009-12-22,29.298,-15.16%
2009-12-21,29.194,-17.01%
2009-12-18,28.891,-17.63%
2009-12-17,28.723,-19.84%
2009-12-16,29.067,-19.66%
2009-12-15,29.034,-15.63%
2009-12-14,29.196,-16.24%
2009-12-11,28.994,-16.23%
2009-12-10,28.888,-18.92%
2009-12-09,28.720,-18.43%
2009-12-08,28.615,-20.61%
2009-12-07,28.911,-16.71%
2009-12-04,28.983,-13.45%
2009-12-03,28.824,-16.45%
2009-12-02,29.068,-13.57%
2009-12-01,21.780,-63.07%
2009-11-30,28.711,+14.01%
2009-11-27,43.057,+72.63%
2009-11-25,43.812,+81.86%
2009-11-24,43.615,+82.23%
2009-11-23,43.639,+94.13%
2009-11-20,43.052,+103.63%
2009-11-19,43.191,+90.58%
2009-11-18,43.779,+81.36%
2009-11-17,43.800,+83.23%
2009-11-16,43.759,+78.33%
2009-11-13,43.135,+68.46%
2009-11-12,42.889,+79.09%
2009-11-11,43.334,+71.57%
2009-11-10,43.117,+66.94%
2009-11-09,43.120,+64.84%
2009-11-06,42.181,+65.90%
2009-11-05,42.076,+57.17%
2009-11-04,41.282,+46.08%
2009-11-03,41.239,+51.89%
2009-11-02,41.139,+17.57%
2009-11-01,28.510,-18.52%
2009-10-30,82.631,+297.95%
2009-10-29,85.017,+320.02%
2009-10-28,83.144,+306.21%
2009-10-27,84.801,+359.00%
2009-10-26,85.084,+345.91%
2009-10-23,86.093,+335.63%
2009-10-22,87.154,+346.58%
2009-10-21,86.236,+314.90%
2009-10-20,87.006,+305.72%
2009-10-19,87.553,+327.73%
2009-10-16,86.737,+321.11%
2009-10-15,87.445,+342.60%
2009-10-14,87.083,+300.95%
2009-10-13,85.581,+291.93%
2009-10-12,85.821,+338.53%
2009-10-09,85.446,+331.50%
2009-10-08,84.967,+296.39%
2009-10-07,84.337,+288.99%
2009-10-06,84.108,+265.67%
2009-10-05,82.971,+246.84%
2009-10-02,81.755,+237.13%
2009-10-01,42.120,+54.74%
2009-09-30,84.297,+232.10%
2009-09-29,97.662,+321.57%
2009-09-28,97.880,+285.38%
2009-09-25,96.168,+279.84%
2009-09-24,96.757,+289.68%
2009-09-23,97.686,+292.64%
2009-09-22,98.680,+290.44%
2009-09-21,98.035,+273.05%
2009-09-18,98.370,+289.40%
2009-09-17,98.111,+305.20%
2009-09-16,98.413,+287.30%
2009-09-15,96.927,+288.13%
2009-09-14,96.624,+268.68%
2009-09-11,96.016,+267.13%
2009-09-10,96.145,+272.71%
2009-09-09,95.154,+271.13%
2009-09-08,94.419,+255.69%
2009-09-04,93.591,+261.40%
2009-09-03,92.379,+246.04%
2009-09-02,91.598,+242.42%
2009-09-01,83.300,+214.58%
2009-08-31,93.980,+263.08%
2009-08-28,111.962,+326.60%
2009-08-27,112.185,+333.80%
2009-08-26,111.874,+336.05%
2009-08-25,111.861,+337.61%
2009-08-24,111.596,+328.01%
2009-08-21,111.657,+333.10%
2009-08-20,109.616,+326.24%
2009-08-19,108.429,+324.23%
2009-08-18,107.690,+317.42%
2009-08-17,106.608,+306.98%
2009-08-14,109.259,+318.81%
2009-08-13,110.199,+324.74%
2009-08-12,109.446,+320.61%
2009-08-11,108.199,+310.81%
2009-08-10,109.587,+318.96%
2009-08-07,109.954,+330.42%
2009-08-06,108.496,+317.08%
2009-08-05,109.110,+320.85%
2009-08-04,109.429,+334.21%
2009-08-03,109.100,+306.63%
2009-08-01,92.980,+246.55%
2009-07-31,107.452,+320.18%
2009-07-30,131.391,+425.56%
2009-07-29,129.847,+428.05%
2009-07-28,130.442,+442.85%
2009-07-27,130.783,+434.16%
2009-07-24,130.394,+434.77%
2009-07-23,129.999,+420.83%
2009-07-22,127.040,+411.04%
2009-07-21,127.108,+418.22%
2009-07-20,126.648,+416.07%
2009-07-17,125.217,+410.38%
2009-07-16,125.265,+416.71%
2009-07-15,124.192,+425.12%
2009-07-14,120.618,+404.45%
2009-07-13,119.980,+397.24%
2009-07-10,117.061,+379.78%
2009-07-09,117.534,+385.08%
2009-07-08,117.119,+372.35%
2009-07-07,117.314,+381.23%
2009-07-06,119.670,+386.78%
2009-07-02,119.364,+386.05%
2009-07-01,101.830,+301.38%
2009-06-30,122.413,+391.28%
2009-06-29,127.192,+441.06%
2009-06-26,126.049,+434.20%
2009-06-25,126.236,+419.28%
2009-06-24,123.586,+411.34%
2009-06-23,122.785,+406.60%
2009-06-22,122.502,+405.45%
2009-06-19,126.369,+411.76%
2009-06-18,125.977,+412.08%
2009-06-17,124.926,+402.88%
2009-06-16,125.099,+400.16%
2009-06-15,126.711,+406.64%
2009-06-12,129.796,+426.79%
2009-06-11,129.615,+427.79%
2009-06-10,128.827,+415.70%
2009-06-09,129.277,+416.24%
2009-06-08,128.826,+414.85%
2009-06-05,128.956,+399.46%
2009-06-04,129.281,+410.49%
2009-06-03,127.813,+404.51%
2009-06-02,129.594,+408.59%
2009-06-01,123.320,+372.31%
2009-05-29,129.822,+432.76%
2009-05-28,128.083,+428.42%
2009-05-27,126.138,+422.46%
2009-05-26,128.578,+436.21%
2009-05-22,125.282,+415.56%
2009-05-21,125.470,+417.68%
2009-05-20,127.609,+418.06%
2009-05-19,128.267,+415.90%
2009-05-18,128.490,+417.25%
2009-05-15,124.701,+402.62%
2009-05-14,126.140,+413.81%
2009-05-13,124.847,+410.58%
2009-05-12,128.298,+424.50%
2009-05-11,128.424,+430.81%
2009-05-08,131.247,+438.83%
2009-05-07,128.162,+428.09%
2009-05-06,129.877,+425.46%
2009-05-05,127.655,+420.42%
2009-05-04,128.141,+420.03%
2009-05-01,123.790,+379.81%
2009-04-30,123.278,+410.51%
2009-04-29,127.353,+452.92%
2009-04-28,124.659,+439.11%
2009-04-27,125.001,+440.03%
2009-04-24,126.273,+449.06%
2009-04-23,124.187,+443.49%
2009-04-22,122.966,+439.70%
2009-04-21,123.918,+439.08%
2009-04-20,121.340,+427.04%
2009-04-17,126.764,+460.60%
2009-04-16,126.137,+458.18%
2009-04-15,124.207,+462.10%
2009-04-14,122.668,+457.68%
2009-04-13,125.179,+467.19%
2009-04-09,124.863,+456.70%
2009-04-08,120.286,+431.96%
2009-04-07,118.885,+423.08%
2009-04-06,121.790,+436.71%
2009-04-03,122.813,+441.65%
2009-04-02,121.630,+437.12%
2009-04-01,119.800,+401.68%
2009-03-31,116.308,+431.01%
2009-03-30,82.637,+291.57%
2009-03-27,85.618,+302.47%
2009-03-26,87.393,+306.10%
2009-03-25,85.402,+293.38%
2009-03-24,84.588,+290.53%
2009-03-23,86.350,+304.75%
2009-03-20,80.644,+278.01%
2009-03-19,82.271,+294.87%
2009-03-18,83.353,+290.36%
2009-03-17,81.650,+298.58%
2009-03-16,79.107,+282.71%
2009-03-13,79.386,+276.09%
2009-03-12,78.776,+275.11%
2009-03-11,75.694,+257.20%
2009-03-10,75.509,+269.54%
2009-03-09,70.990,+242.05%
2009-03-06,71.708,+242.61%
2009-03-05,71.621,+234.66%
2009-03-04,74.803,+251.37%
2009-03-03,73.067,+242.03%
2009-03-02,73.538,+237.18%
2009-03-01,110.370,+406.05%
2009-02-27,60.204,+180.29%
2009-02-26,61.657,+186.79%
2009-02-25,62.645,+193.41%
2009-02-24,63.320,+200.66%
2009-02-23,60.879,+189.07%
2009-02-20,63.067,+197.94%
2009-02-19,63.795,+203.89%
2009-02-18,64.572,+207.31%
2009-02-17,64.633,+207.60%
2009-02-13,67.718,+218.22%
2009-02-12,68.402,+225.82%
2009-02-11,68.283,+227.62%
2009-02-10,67.744,+226.95%
2009-02-09,71.244,+243.84%
2009-02-06,71.138,+244.58%
2009-02-05,69.275,+232.99%
2009-02-04,68.160,+217.16%
2009-02-03,68.674,+215.89%
2009-02-02,67.604,+210.97%
2009-02-01,84.490,+288.64%
2009-01-30,55.503,+170.92%
2009-01-29,56.797,+175.91%
2009-01-28,58.743,+187.13%
2009-01-27,56.835,+182.68%
2009-01-26,56.221,+179.62%
2009-01-23,55.911,+176.42%
2009-01-22,55.612,+180.84%
2009-01-21,56.468,+182.00%
2009-01-20,54.114,+170.25%
2009-01-16,57.132,+175.35%
2009-01-15,56.703,+171.74%
2009-01-14,56.628,+164.62%
2009-01-13,58.588,+176.75%
2009-01-12,58.485,+176.26%
2009-01-09,59.835,+181.02%
2009-01-08,61.138,+191.05%
2009-01-07,60.931,+184.74%
2009-01-06,62.816,+194.50%
2009-01-05,62.329,+192.21%
2009-01-02,62.621,+186.37%
2009-01-01,70.890,+230.34%
2008-12-31,60.702,+173.59%
2008-12-30,35.287,+67.83%
2008-12-29,34.446,+63.83%
2008-12-26,34.580,+62.36%
2008-12-24,34.396,+61.63%
2008-12-23,34.198,+62.00%
2008-12-22,34.534,+63.59%
2008-12-19,35.177,+70.24%
2008-12-18,35.074,+69.51%
2008-12-17,35.833,+74.27%
2008-12-16,36.180,+73.32%
2008-12-15,34.412,+64.85%
2008-12-12,34.855,+64.88%
2008-12-11,34.611,+64.71%
2008-12-10,35.628,+65.27%
2008-12-09,35.209,+64.55%
2008-12-08,36.042,+68.44%
2008-12-05,34.710,+64.36%
2008-12-04,33.487,+60.98%
2008-12-03,34.498,+64.75%
2008-12-02,33.630,+50.47%
2008-12-01,58.980,+163.89%
2008-11-28,25.182,+27.64%
2008-11-26,24.942,+31.98%
2008-11-25,24.091,+24.51%
2008-11-24,23.934,+23.70%
2008-11-21,22.479,+18.14%
2008-11-20,21.142,+9.35%
2008-11-19,22.663,+17.74%
2008-11-18,24.139,+23.21%
2008-11-17,23.904,+22.02%
2008-11-14,24.538,+24.24%
2008-11-13,25.605,+28.73%
2008-11-12,23.948,+23.90%
2008-11-11,25.258,+29.38%
2008-11-10,25.828,+32.30%
2008-11-07,26.159,+32.00%
2008-11-06,25.425,+24.53%
2008-11-05,26.771,+32.70%
2008-11-04,28.259,+39.38%
2008-11-03,27.151,+33.91%
2008-11-01,34.990,+68.14%
2008-10-31,27.220,+30.82%
2008-10-30,20.764,+6.60%
2008-10-29,20.241,+3.24%
2008-10-28,20.468,+4.79%
2008-10-27,18.475,-5.42%
2008-10-24,19.081,-1.06%
2008-10-23,19.763,+2.22%
2008-10-22,19.516,+1.83%
2008-10-21,20.785,+8.87%
2008-10-20,21.445,+12.32%
2008-10-17,20.469,+4.39%
2008-10-16,20.597,+5.23%
2008-10-15,19.757,+0.27%
2008-10-14,21.719,+9.31%
2008-10-13,21.836,+9.89%
2008-10-10,19.570,-1.55%
2008-10-09,19.802,-0.56%
2008-10-08,21.435,+8.52%
2008-10-07,21.681,+9.41%
2008-10-06,23.001,+16.07%
2008-10-03,23.922,+22.13%
2008-10-02,24.250,+23.24%
2008-10-01,27.220,+31.62%
2008-09-30,25.383,+34.19%
2008-09-29,23.166,+22.47%
2008-09-26,25.398,+34.38%
2008-09-25,25.318,+34.68%
2008-09-24,24.830,+32.04%
2008-09-23,24.879,+31.61%
2008-09-22,25.274,+33.70%
2008-09-19,26.279,+38.71%
2008-09-18,25.262,+34.16%
2008-09-17,24.213,+32.34%
2008-09-16,25.410,+38.17%
2008-09-15,24.973,+35.80%
2008-09-12,26.208,+43.74%
2008-09-11,26.153,+43.45%
2008-09-10,25.796,+43.41%
2008-09-09,25.639,+42.36%
2008-09-08,26.545,+47.39%
2008-09-05,26.012,+42.59%
2008-09-04,25.897,+40.33%
2008-09-03,26.696,+40.14%
2008-09-02,26.750,+40.42%
2008-09-01,26.480,+39.00%
