date,pe,yoy
2023-02-23,28.54,+11.22%
2023-02-22,28.27,+7.29%
2023-02-21,28.26,+6.20%
2023-02-17,28.96,+7.58%
2023-02-16,29.15,+5.08%
2023-02-15,29.73,+7.06%
2023-02-14,29.50,+8.86%
2023-02-13,29.29,+8.16%
2023-02-10,28.83,+3.22%
2023-02-09,29.01,+1.43%
2023-02-08,29.28,+4.53%
2023-02-07,29.82,+7.73%
2023-02-06,29.20,+4.62%
2023-02-03,29.46,+6.93%
2023-02-02,30.00,+4.31%
2023-02-01,28.97,+1.54%
2023-01-31,28.36,0%
2023-01-30,27.91,+1.64%
2023-01-27,28.51,+7.18%
2023-01-26,28.24,+4.90%
2023-01-25,27.68,+2.98%
2023-01-24,27.76,+0.73%
2023-01-23,27.82,+1.42%
2023-01-20,27.22,-3.48%
2023-01-19,26.47,-7.38%
2023-01-18,26.73,-7.48%
2023-01-17,27.08,-8.70%
2023-01-13,27.04,-8.15%
2023-01-12,26.85,-11.12%
2023-01-11,26.72,-11.23%
2023-01-10,26.26,-11.46%
2023-01-09,26.03,-12.12%
2023-01-06,25.87,-13.62%
2023-01-05,25.17,-15.99%
2023-01-04,25.57,-17.30%
2023-01-03,25.45,-18.82%
2022-12-30,23.92,-26.56%
2022-12-29,23.94,-26.77%
2022-12-28,23.35,-28.57%
2022-12-27,23.66,-27.98%
2022-12-23,24.02,-25.70%
2022-12-22,23.95,-25.34%
2022-12-21,24.56,-22.50%
2022-12-20,24.21,-21.85%
2022-12-19,24.23,-22.66%
2022-12-16,24.58,-21.84%
2022-12-15,24.80,-23.20%
2022-12-14,25.67,-18.64%
2022-12-13,25.87,-18.85%
2022-12-12,25.59,-20.97%
2022-12-09,25.28,-21.05%
2022-12-08,25.44,-21.72%
2022-12-07,25.14,-22.34%
2022-12-06,25.25,-19.64%
2022-12-05,25.77,-17.27%
2022-12-02,26.22,-17.29%
2022-12-01,26.33,-16.36%
2022-11-30,26.30,-17.79%
2022-11-29,25.15,-22.64%
2022-11-28,25.33,-20.27%
2022-11-25,25.70,-20.80%
2022-11-23,25.88,-19.95%
2022-11-22,25.63,-21.09%
2022-11-21,25.26,-23.13%
2022-11-18,25.53,-21.88%
2022-11-17,25.53,-21.03%
2022-11-16,25.58,-20.88%
2022-11-15,25.95,-19.16%
2022-11-14,25.58,-20.36%
2022-11-11,25.84,-18.69%
2022-11-10,25.37,-19.94%
2022-11-09,23.61,-26.59%
2022-11-08,24.18,-25.35%
2022-11-07,24.00,-25.99%
2022-11-04,23.74,-26.75%
2022-11-03,23.37,-26.99%
2022-11-02,23.84,-24.72%
2022-11-01,24.68,-21.73%
2022-10-31,24.94,-20.62%
2022-10-28,25.24,-19.31%
2022-10-27,24.47,-20.86%
2022-10-26,24.94,-19.16%
2022-10-25,25.51,-17.07%
2022-10-24,24.99,-17.90%
2022-10-21,24.73,-19.47%
2022-10-20,24.15,-20.85%
2022-10-19,24.27,-20.56%
2022-10-18,24.37,-19.65%
2022-10-17,24.19,-19.45%
2022-10-14,23.38,-21.65%
2022-10-13,24.12,-17.65%
2022-10-12,23.58,-18.89%
2022-10-11,23.59,-19.13%
2022-10-10,23.89,-18.69%
2022-10-07,24.14,-18.25%
2022-10-06,25.11,-14.24%
2022-10-05,25.30,-13.03%
2022-10-04,25.32,-11.75%
2022-10-03,24.55,-16.30%
2022-09-30,23.99,-17.62%
2022-09-29,23.10,-24.76%
2022-09-28,23.78,-22.64%
2022-09-27,23.32,-26.30%
2022-09-26,23.29,-26.99%
2022-09-23,23.40,-26.60%
2022-09-22,23.80,-24.66%
2022-09-21,24.08,-23.02%
2022-09-20,24.52,-21.51%
2022-09-19,24.73,-22.50%
2022-09-16,24.54,-24.00%
2022-09-15,24.68,-23.52%
2022-09-14,25.11,-21.56%
2022-09-13,24.90,-22.48%
2022-09-12,26.36,-17.98%
2022-09-09,26.05,-19.57%
2022-09-08,25.49,-21.59%
2022-09-07,25.37,-22.23%
2022-09-06,24.85,-23.73%
2022-09-02,25.03,-22.94%
2022-09-01,25.40,-21.82%
2022-08-31,25.39,-21.71%
2022-08-30,25.54,-21.37%
2022-08-29,25.83,-19.58%
2022-08-26,26.08,-17.99%
2022-08-25,27.19,-15.00%
2022-08-24,26.73,-16.36%
2022-08-23,26.65,-16.38%
2022-08-22,26.67,-15.09%
2022-08-19,27.40,-11.84%
2022-08-18,27.94,-9.64%
2022-08-17,27.87,-10.73%
2022-08-16,28.21,-10.47%
2022-08-15,28.28,-10.22%
2022-08-12,28.07,-10.61%
2022-08-11,27.50,-12.08%
2022-08-10,27.68,-11.65%
2022-08-09,26.91,-14.57%
2022-08-08,27.23,-13.42%
2022-08-05,27.33,-13.51%
2022-08-04,27.54,-12.27%
2022-08-03,27.42,-12.54%
2022-08-02,26.69,-14.29%
2022-08-01,26.77,-14.01%
2022-07-29,26.79,-14.46%
2022-07-28,26.31,-15.83%
2022-07-27,26.07,-16.25%
2022-07-26,25.01,-20.55%
2022-07-25,25.51,-18.89%
2022-07-22,25.65,-17.50%
2022-07-21,26.11,-15.47%
2022-07-20,25.74,-16.02%
2022-07-19,25.34,-16.31%
2022-07-18,24.57,-19.57%
2022-07-15,24.79,-19.49%
2022-07-14,24.35,-21.48%
2022-07-13,24.27,-21.61%
2022-07-12,24.30,-21.51%
2022-07-11,24.54,-20.48%
2022-07-08,25.09,-18.11%
2022-07-07,25.05,-18.72%
2022-07-06,24.52,-20.31%
2022-07-05,24.37,-20.49%
2022-07-01,23.97,-20.89%
2022-06-30,23.80,-21.43%
2022-06-29,22.46,-36.93%
2022-06-28,22.42,-36.85%
2022-06-27,23.14,-34.00%
2022-06-24,23.32,-33.58%
2022-06-23,22.54,-35.38%
2022-06-22,22.21,-36.31%
2022-06-21,22.25,-35.60%
2022-06-17,21.71,-37.27%
2022-06-16,21.44,-37.25%
2022-06-15,22.34,-34.85%
2022-06-14,21.79,-36.90%
2022-06-13,21.75,-36.42%
2022-06-10,22.80,-33.18%
2022-06-09,23.64,-29.98%
2022-06-08,24.30,-28.00%
2022-06-07,24.49,-27.39%
2022-06-06,24.27,-27.88%
2022-06-03,24.18,-26.86%
2022-06-02,24.84,-25.67%
2022-06-01,24.18,-27.54%
2022-05-31,24.36,-27.17%
2022-05-27,24.43,-26.81%
2022-05-26,23.65,-29.38%
2022-05-25,23.01,-31.07%
2022-05-24,22.68,-31.97%
2022-05-23,23.19,-29.26%
2022-05-20,22.80,-30.87%
2022-05-19,22.88,-29.27%
2022-05-18,22.98,-28.85%
2022-05-17,24.21,-25.58%
2022-05-16,23.59,-27.93%
2022-05-13,23.87,-25.50%
2022-05-12,23.01,-27.57%
2022-05-11,23.06,-29.33%
2022-05-10,23.79,-27.14%
2022-05-09,23.48,-29.97%
2022-05-06,24.46,-26.48%
2022-05-05,24.76,-24.97%
2022-05-04,26.08,-21.21%
2022-05-03,25.22,-25.21%
2022-05-02,25.19,-25.63%
2022-04-29,24.77,-27.45%
2022-04-28,25.92,-23.70%
2022-04-27,25.05,-26.58%
2022-04-26,25.06,-26.90%
2022-04-25,26.07,-23.48%
2022-04-22,25.73,-23.49%
2022-04-21,26.43,-22.38%
2022-04-20,26.97,-20.09%
2022-04-19,27.38,-19.45%
2022-04-18,26.80,-21.91%
2022-04-14,26.77,-20.63%
2022-04-13,27.39,-19.87%
2022-04-12,26.86,-20.46%
2022-04-11,26.95,-20.34%
2022-04-08,27.60,-17.91%
2022-04-07,28.00,-15.87%
2022-04-06,27.93,-15.82%
2022-04-05,28.55,-14.08%
2022-04-04,29.21,-10.32%
2022-04-01,28.63,-12.10%
2022-03-31,28.59,-10.63%
2022-03-30,28.63,-19.33%
2022-03-29,28.95,-18.86%
2022-03-28,28.47,-20.30%
2022-03-25,28.03,-20.30%
2022-03-24,28.05,-20.36%
2022-03-23,27.44,-23.39%
2022-03-22,27.84,-22.69%
2022-03-21,27.31,-22.87%
2022-03-18,27.39,-22.17%
2022-03-17,26.82,-26.18%
2022-03-16,26.51,-26.75%
2022-03-15,25.57,-28.97%
2022-03-14,24.78,-30.39%
2022-03-11,25.27,-29.65%
2022-03-10,25.82,-26.42%
2022-03-09,26.10,-25.87%
2022-03-08,25.20,-25.55%
2022-03-07,25.30,-27.42%
2022-03-04,26.29,-23.35%
2022-03-03,26.66,-23.61%
2022-03-02,27.06,-24.71%
2022-03-01,26.61,-27.20%
2022-02-28,27.05,-23.87%
2022-02-25,26.95,-23.65%
2022-02-24,26.55,-27.48%
2022-02-23,25.66,-29.33%
2022-02-22,26.35,-27.59%
2022-02-18,26.61,-29.10%
2022-02-17,26.92,-28.59%
2022-02-16,27.74,-26.81%
2022-02-15,27.77,-26.92%
2022-02-14,27.10,-28.68%
2022-02-11,27.08,-28.36%
2022-02-10,27.93,-25.68%
2022-02-09,28.60,-24.08%
2022-02-08,28.01,-25.68%
2022-02-07,27.68,-26.07%
2022-02-04,27.91,-25.21%
2022-02-03,27.55,-25.30%
2022-02-02,28.76,-22.33%
2022-02-01,28.53,-21.75%
2022-01-31,28.36,-20.27%
2022-01-28,27.46,-24.42%
2022-01-27,26.60,-26.27%
2022-01-26,26.92,-27.48%
2022-01-25,26.88,-27.55%
2022-01-24,27.56,-25.07%
2022-01-21,27.43,-25.64%
2022-01-20,28.20,-22.93%
2022-01-19,28.58,-20.10%
2022-01-18,28.89,-18.02%
2022-01-14,29.66,-16.45%
2022-01-13,29.44,-17.54%
2022-01-12,30.21,-14.85%
2022-01-11,30.10,-15.24%
2022-01-10,29.66,-17.75%
2022-01-07,29.62,-16.82%
2022-01-06,29.95,-13.79%
2022-01-05,29.96,-14.96%
2022-01-04,30.92,-11.48%
2022-01-03,31.35,-11.62%
2021-12-31,31.00,-12.60%
2021-12-30,32.57,-14.87%
2021-12-29,32.69,-14.54%
2021-12-28,32.69,-14.51%
2021-12-27,32.85,-13.23%
2021-12-23,32.33,-14.22%
2021-12-22,32.08,-15.31%
2021-12-21,31.69,-16.16%
2021-12-20,30.98,-18.34%
2021-12-17,31.33,-17.51%
2021-12-16,31.45,-16.64%
2021-12-15,32.29,-13.94%
2021-12-14,31.55,-15.01%
2021-12-13,31.88,-13.51%
2021-12-10,32.38,-12.34%
2021-12-09,32.02,-13.06%
2021-12-08,32.50,-13.66%
2021-12-07,32.37,-13.73%
2021-12-06,31.42,-15.81%
2021-12-03,31.15,-16.11%
2021-12-02,31.70,-14.56%
2021-12-01,31.48,-15.15%
2021-11-30,31.99,-12.45%
2021-11-29,32.51,-10.96%
2021-11-26,31.77,-12.24%
2021-11-24,32.45,-9.81%
2021-11-23,32.33,-8.83%
2021-11-22,32.48,-8.40%
2021-11-19,32.86,-7.96%
2021-11-18,32.68,-7.76%
2021-11-17,32.33,-9.39%
2021-11-16,32.33,-9.64%
2021-11-15,32.10,-9.73%
2021-11-12,32.12,-8.83%
2021-11-11,31.78,-10.28%
2021-11-10,31.69,-8.46%
2021-11-09,32.16,-8.74%
2021-11-08,32.39,-10.05%
2021-11-05,32.43,-9.84%
2021-11-04,32.41,-7.61%
2021-11-03,32.01,-4.73%
2021-11-02,31.67,-4.09%
2021-11-01,31.53,-4.22%
2021-10-29,31.42,-7.07%
2021-10-28,31.28,-5.75%
2021-10-27,30.92,-10.51%
2021-10-26,30.85,-9.98%
2021-10-25,30.76,-11.69%
2021-10-22,30.44,-12.38%
2021-10-21,30.71,-11.63%
2021-10-20,30.51,-12.28%
2021-10-19,30.55,-11.83%
2021-10-18,30.33,-14.08%
2021-10-15,30.03,-15.27%
2021-10-14,29.84,-16.41%
2021-10-13,29.29,-18.62%
2021-10-12,29.07,-19.25%
2021-10-11,29.17,-16.49%
2021-10-08,29.38,-14.59%
2021-10-07,29.53,-13.81%
2021-10-06,29.28,-12.93%
2021-10-05,29.09,-15.14%
2021-10-04,28.69,-14.43%
2021-10-01,29.33,-14.99%
2021-09-30,29.12,-14.38%
2021-09-29,30.70,-8.22%
2021-09-28,30.74,-8.43%
2021-09-27,31.64,-3.95%
2021-09-24,31.90,-0.90%
2021-09-23,31.88,-0.38%
2021-09-22,31.59,-4.42%
2021-09-21,31.28,-3.58%
2021-09-20,31.24,-3.31%
2021-09-17,31.91,-2.54%
2021-09-16,32.29,-2.83%
2021-09-15,32.27,-4.50%
2021-09-14,32.01,-3.93%
2021-09-13,32.12,-1.95%
2021-09-10,32.14,-2.46%
2021-09-09,32.39,-3.80%
2021-09-08,32.51,-0.58%
2021-09-07,32.62,-5.01%
2021-09-03,32.58,-6.33%
2021-09-02,32.48,-11.47%
2021-09-01,32.49,-10.55%
2021-08-31,32.43,-9.36%
2021-08-30,32.48,-8.35%
2021-08-27,32.12,-8.83%
2021-08-26,31.80,-10.09%
2021-08-25,31.99,-7.62%
2021-08-24,31.96,-6.96%
2021-08-23,31.87,-6.65%
2021-08-20,31.41,-7.37%
2021-08-19,31.08,-7.06%
2021-08-18,30.92,-8.19%
2021-08-17,31.22,-6.39%
2021-08-16,31.51,-4.46%
2021-08-13,31.50,-4.60%
2021-08-12,31.40,-4.73%
2021-08-11,31.28,-2.65%
2021-08-10,31.33,-4.34%
2021-08-09,31.50,-4.28%
2021-08-06,31.45,-5.53%
2021-08-05,31.60,-3.86%
2021-08-04,31.39,-4.24%
2021-08-03,31.35,-4.01%
2021-08-02,31.14,-3.35%
2021-07-30,31.13,-1.67%
2021-07-29,31.32,-0.57%
2021-07-28,31.26,+0.45%
2021-07-27,31.13,-1.30%
2021-07-26,31.48,+1.65%
2021-07-23,31.45,+0.61%
2021-07-22,31.09,-3.21%
2021-07-21,30.89,-3.47%
2021-07-20,30.65,-5.28%
2021-07-19,30.28,-3.72%
2021-07-16,30.55,-2.68%
2021-07-15,30.79,-2.62%
2021-07-14,31.01,-1.80%
2021-07-13,30.96,-1.15%
2021-07-12,30.96,-3.28%
2021-07-09,30.86,-2.86%
2021-07-08,30.64,-2.76%
2021-07-07,30.82,-0.87%
2021-07-06,30.77,-1.79%
2021-07-02,30.65,+0.33%
2021-07-01,30.30,-0.23%
2021-06-30,30.29,+0.93%
2021-06-29,35.61,+23.30%
2021-06-28,35.50,+24.30%
2021-06-25,35.06,+19.70%
2021-06-24,35.11,+21.07%
2021-06-23,34.88,+17.84%
2021-06-22,34.87,+18.73%
2021-06-21,34.55,+19.06%
2021-06-18,34.33,+18.26%
2021-06-17,34.61,+19.59%
2021-06-16,34.17,+18.44%
2021-06-15,34.29,+20.95%
2021-06-14,34.53,+23.23%
2021-06-11,34.21,+23.06%
2021-06-10,34.12,+16.57%
2021-06-09,33.76,+16.82%
2021-06-08,33.75,+17.55%
2021-06-07,33.73,+18.43%
2021-06-04,33.65,+20.52%
2021-06-03,33.06,+17.48%
2021-06-02,33.42,+19.36%
2021-06-01,33.37,+19.91%
2021-05-28,33.45,+22.53%
2021-05-27,33.38,+21.91%
2021-05-26,33.49,+23.03%
2021-05-25,33.38,+22.32%
2021-05-24,33.34,+22.17%
2021-05-21,32.78,+20.56%
2021-05-20,32.98,+19.93%
2021-05-19,32.35,+19.99%
2021-05-18,32.30,+19.36%
2021-05-17,32.53,+22.57%
2021-05-14,32.73,+24.12%
2021-05-13,32.04,+22.81%
2021-05-12,31.77,+20.25%
2021-05-11,32.63,+21.03%
2021-05-10,32.65,+22.15%
2021-05-07,33.53,+27.06%
2021-05-06,33.27,+27.72%
2021-05-05,33.00,+27.46%
2021-05-04,33.10,+29.25%
2021-05-03,33.72,+33.39%
2021-04-30,33.87,+29.77%
2021-04-29,34.14,+31.11%
2021-04-28,33.97,+35.02%
2021-04-27,34.12,+33.18%
2021-04-26,34.28,+34.54%
2021-04-23,34.07,+36.01%
2021-04-22,33.63,+33.88%
2021-04-21,34.05,+39.78%
2021-04-20,33.75,+33.40%
2021-04-19,33.99,+32.72%
2021-04-16,34.32,+35.17%
2021-04-15,34.28,+37.62%
2021-04-14,33.73,+33.85%
2021-04-13,34.18,+41.47%
2021-04-12,33.77,+41.36%
2021-04-09,33.83,+41.61%
2021-04-08,33.62,+40.91%
2021-04-07,33.28,+42.59%
2021-04-06,33.18,+41.61%
2021-04-05,33.23,+52.22%
2021-04-01,32.57,+50.02%
2021-03-31,31.99,+41.24%
2021-03-30,35.49,+59.29%
2021-03-29,35.68,+66.50%
2021-03-26,35.72,+60.18%
2021-03-25,35.17,+66.76%
2021-03-24,35.22,+65.12%
2021-03-23,35.82,+81.09%
2021-03-22,36.01,+82.33%
2021-03-19,35.41,+72.06%
2021-03-18,35.19,+73.69%
2021-03-17,36.33,+72.18%
2021-03-16,36.19,+82.59%
2021-03-15,36.00,+59.43%
2021-03-12,35.60,+73.57%
2021-03-11,35.92,+58.87%
2021-03-10,35.09,+48.43%
2021-03-09,35.21,+56.91%
2021-03-08,33.85,+40.51%
2021-03-05,34.86,+42.40%
2021-03-04,34.30,+35.73%
2021-03-03,34.90,+43.80%
2021-03-02,35.94,+43.36%
2021-03-01,36.55,+52.99%
2021-02-26,35.53,+41.78%
2021-02-25,35.30,+41.48%
2021-02-24,36.61,+42.78%
2021-02-23,36.31,+36.15%
2021-02-22,36.39,+36.45%
2021-02-19,37.37,+36.19%
2021-02-18,37.53,+38.03%
2021-02-17,37.70,+38.76%
2021-02-16,37.90,+39.49%
2021-02-12,38.00,+40.01%
2021-02-11,37.80,+40.68%
2021-02-10,37.58,+39.86%
2021-02-09,37.67,+41.94%
2021-02-08,37.69,+42.01%
2021-02-05,37.44,+41.55%
2021-02-04,37.32,+41.58%
2021-02-03,36.88,+43.11%
2021-02-02,37.03,+45.84%
2021-02-01,36.46,+43.60%
2021-01-29,35.57,+38.40%
2021-01-28,36.33,+41.53%
2021-01-27,36.08,+42.72%
2021-01-26,37.12,+43.82%
2021-01-25,37.10,+43.74%
2021-01-22,36.78,+41.79%
2021-01-21,36.89,+42.54%
2021-01-20,36.59,+41.27%
2021-01-19,35.77,+38.11%
2021-01-15,35.24,+38.14%
2021-01-14,35.50,+39.16%
2021-01-13,35.70,+39.40%
2021-01-12,35.48,+40.13%
2021-01-11,35.51,+40.24%
2021-01-08,36.06,+43.32%
2021-01-07,35.61,+42.55%
2021-01-06,34.74,+39.07%
2021-01-05,35.23,+41.88%
2021-01-04,34.93,+40.68%
2020-12-31,35.47,+43.84%
2020-12-30,38.26,+46.70%
2020-12-29,38.25,+45.60%
2020-12-28,38.24,+45.57%
2020-12-24,37.86,+45.34%
2020-12-23,37.69,+44.74%
2020-12-22,37.88,+45.75%
2020-12-21,37.80,+45.44%
2020-12-18,37.94,+47.63%
2020-12-17,37.98,+47.90%
2020-12-16,37.73,+46.98%
2020-12-15,37.52,+47.60%
2020-12-14,37.12,+46.03%
2020-12-11,36.86,+46.50%
2020-12-10,36.94,+47.64%
2020-12-09,36.83,+47.08%
2020-12-08,37.64,+49.66%
2020-12-07,37.52,+49.18%
2020-12-04,37.32,+50.18%
2020-12-03,37.13,+50.20%
2020-12-02,37.10,+49.12%
2020-12-01,37.10,+47.40%
2020-11-30,36.54,+45.17%
2020-11-27,36.51,+44.37%
2020-11-25,36.20,+44.40%
2020-11-24,35.98,+45.26%
2020-11-23,35.46,+43.16%
2020-11-20,35.46,+42.93%
2020-11-19,35.70,+42.97%
2020-11-18,35.43,+42.06%
2020-11-17,35.68,+43.29%
2020-11-16,35.78,+43.69%
2020-11-13,35.56,+43.73%
2020-11-12,35.23,+42.34%
2020-11-11,35.42,+43.52%
2020-11-10,34.62,+40.05%
2020-11-09,35.24,+42.56%
2020-11-06,36.01,+46.74%
2020-11-05,35.97,+46.28%
2020-11-04,35.08,+42.66%
2020-11-03,33.60,+37.48%
2020-11-02,33.02,+35.11%
2020-10-30,32.92,+35.98%
2020-10-29,33.81,+40.29%
2020-10-28,33.19,+36.64%
2020-10-27,34.55,+43.66%
2020-10-26,34.27,+42.49%
2020-10-23,34.83,+47.40%
2020-10-22,34.74,+47.33%
2020-10-21,34.75,+46.13%
2020-10-20,34.78,+47.62%
2020-10-19,34.65,+47.07%
2020-10-16,35.30,+48.82%
2020-10-15,35.44,+48.97%
2020-10-14,35.70,+51.98%
2020-10-13,35.99,+53.21%
2020-10-12,36.00,+53.26%
2020-10-09,34.93,+51.67%
2020-10-08,34.40,+51.08%
2020-10-07,34.26,+48.12%
2020-10-06,33.63,+44.83%
2020-10-05,34.28,+47.63%
2020-10-02,33.53,+48.30%
2020-10-01,34.50,+49.93%
2020-09-30,34.01,+46.53%
2020-09-29,33.45,+46.33%
2020-09-28,33.57,+46.85%
2020-09-25,32.94,+41.80%
2020-09-24,32.19,+40.26%
2020-09-23,32.00,+37.52%
2020-09-22,33.05,+41.91%
2020-09-21,32.44,+39.29%
2020-09-18,32.31,+37.61%
2020-09-17,32.74,+39.44%
2020-09-16,33.23,+42.19%
2020-09-15,33.79,+43.85%
2020-09-14,33.32,+41.85%
2020-09-11,32.76,+39.52%
2020-09-10,32.95,+41.66%
2020-09-09,33.67,+44.44%
2020-09-08,32.70,+39.92%
2020-09-04,34.34,+49.43%
2020-09-03,34.78,+53.55%
2020-09-02,36.69,+60.29%
2020-09-01,36.32,+58.67%
2020-08-31,35.78,+56.31%
2020-08-28,35.44,+56.95%
2020-08-27,35.23,+56.44%
2020-08-26,35.37,+56.85%
2020-08-25,34.63,+55.85%
2020-08-24,34.35,+54.59%
2020-08-21,34.14,+48.31%
2020-08-20,33.91,+48.66%
2020-08-19,33.44,+45.52%
2020-08-18,33.68,+48.83%
2020-08-17,33.35,+47.37%
2020-08-14,32.98,+47.96%
2020-08-13,33.02,+43.57%
2020-08-12,32.96,+46.42%
2020-08-11,32.13,+41.17%
2020-08-10,32.75,+43.89%
2020-08-07,32.91,+46.40%
2020-08-06,33.29,+48.68%
2020-08-05,32.87,+48.94%
2020-08-04,32.78,+43.14%
2020-08-03,32.66,+42.62%
2020-07-31,32.22,+37.93%
2020-07-30,31.66,+33.76%
2020-07-29,31.50,+32.46%
2020-07-28,31.12,+30.43%
2020-07-27,31.54,+32.19%
2020-07-24,30.97,+29.91%
2020-07-23,31.26,+32.01%
2020-07-22,32.12,+36.51%
2020-07-21,32.00,+37.22%
2020-07-20,32.36,+38.77%
2020-07-17,31.45,+33.94%
2020-07-16,31.39,+33.06%
2020-07-15,31.62,+33.36%
2020-07-14,31.58,+33.59%
2020-07-13,31.32,+32.49%
2020-07-10,32.01,+36.10%
2020-07-09,31.77,+36.35%
2020-07-08,31.51,+35.99%
2020-07-07,31.09,+33.20%
2020-07-06,31.33,+34.23%
2020-07-02,30.55,+31.57%
2020-07-01,30.37,+31.36%
2020-06-30,30.01,+31.68%
2020-06-29,28.88,+26.72%
2020-06-26,28.56,+26.04%
2020-06-25,29.29,+29.89%
2020-06-24,29.00,+26.42%
2020-06-23,29.60,+28.92%
2020-06-22,29.37,+27.92%
2020-06-19,29.02,+27.39%
2020-06-18,29.03,+28.00%
2020-06-17,28.94,+29.43%
2020-06-16,28.85,+29.84%
2020-06-15,28.35,+27.59%
2020-06-12,28.02,+26.22%
2020-06-11,27.80,+24.55%
2020-06-10,29.27,+31.31%
2020-06-09,28.90,+31.18%
2020-06-08,28.71,+30.32%
2020-06-05,28.48,+32.77%
2020-06-04,27.92,+31.14%
2020-06-03,28.14,+35.75%
2020-06-02,28.00,+32.20%
2020-06-01,27.83,+31.40%
2020-05-29,27.70,+29.20%
2020-05-28,27.30,+26.27%
2020-05-27,27.38,+26.23%
2020-05-26,27.22,+25.50%
2020-05-22,27.29,+23.82%
2020-05-21,27.19,+22.86%
2020-05-20,27.50,+25.51%
2020-05-19,26.96,+20.95%
2020-05-18,27.06,+21.40%
2020-05-15,26.54,+19.07%
2020-05-14,26.37,+19.92%
2020-05-13,26.09,+19.90%
2020-05-12,26.42,+17.21%
2020-05-11,26.96,+19.61%
2020-05-08,26.73,+18.12%
2020-05-07,26.39,+16.26%
2020-05-06,26.05,+12.53%
2020-05-05,25.89,+11.07%
2020-05-04,25.61,+9.87%
2020-05-01,25.28,+9.77%
2020-04-30,26.10,+12.89%
2020-04-29,26.04,+11.81%
2020-04-28,25.16,+8.22%
2020-04-27,25.62,+10.19%
2020-04-24,25.48,+10.16%
2020-04-23,25.05,+7.97%
2020-04-22,25.12,+9.65%
2020-04-21,24.36,+6.65%
2020-04-20,25.30,+10.77%
2020-04-17,25.61,+12.23%
2020-04-16,25.39,+11.65%
2020-04-15,24.91,+9.93%
2020-04-14,25.20,+11.21%
2020-04-13,24.16,+6.62%
2020-04-09,23.89,+6.27%
2020-04-08,23.86,+5.67%
2020-04-07,23.34,+3.69%
2020-04-06,23.43,+4.09%
2020-04-03,21.83,-2.59%
2020-04-02,22.14,-0.63%
2020-04-01,21.71,-2.30%
2020-03-31,22.65,+3.10%
2020-03-30,22.28,+1.41%
2020-03-27,21.43,-1.52%
2020-03-26,22.30,+1.87%
2020-03-25,21.09,-3.21%
2020-03-24,21.33,-2.25%
2020-03-23,19.78,-9.35%
2020-03-20,19.75,-10.15%
2020-03-19,20.58,-5.98%
2020-03-18,20.26,-7.15%
2020-03-17,21.10,-3.03%
2020-03-16,19.82,-8.92%
2020-03-13,22.58,+4.49%
2020-03-12,20.51,-4.38%
2020-03-11,22.61,+6.00%
2020-03-10,23.64,+13.16%
2020-03-09,22.44,+7.42%
2020-03-06,24.09,+13.74%
2020-03-05,24.48,+14.88%
2020-03-04,25.27,+18.64%
2020-03-03,24.27,+13.94%
2020-03-02,25.07,+17.70%
2020-02-28,23.89,+13.01%
2020-02-27,23.82,+12.41%
2020-02-26,25.06,+18.15%
2020-02-25,24.95,+17.74%
2020-02-24,25.64,+21.40%
2020-02-21,26.67,+27.30%
2020-02-20,27.18,+29.24%
2020-02-19,27.44,+30.42%
2020-02-18,27.19,+29.41%
2020-02-14,27.17,+29.94%
2020-02-13,27.09,+29.68%
2020-02-12,27.14,+29.92%
2020-02-11,26.87,+30.56%
2020-02-10,26.87,+30.50%
2020-02-07,26.54,+29.09%
2020-02-06,26.67,+27.98%
2020-02-05,26.45,+26.43%
2020-02-04,26.36,+27.16%
2020-02-03,25.77,+25.83%
2020-01-31,25.39,+23.43%
2020-01-30,25.80,+27.28%
2020-01-29,25.70,+30.13%
2020-01-28,25.67,+28.74%
2020-01-27,25.28,+25.09%
2020-01-24,25.81,+29.31%
2020-01-23,26.02,+31.22%
2020-01-22,25.94,+31.08%
2020-01-21,25.88,+28.12%
2020-01-17,25.90,+29.44%
2020-01-16,25.76,+29.71%
2020-01-15,25.51,+28.45%
2020-01-14,25.51,+30.95%
2020-01-13,25.61,+30.26%
2020-01-10,25.32,+28.40%
2020-01-09,25.38,+29.09%
2020-01-08,25.16,+28.96%
2020-01-07,24.98,+29.30%
2020-01-06,24.98,+30.58%
2020-01-03,24.83,+35.61%
2020-01-02,25.05,+32.26%
2019-12-31,24.66,+30.82%
2019-12-30,26.08,+23.84%
2019-12-27,26.27,+24.68%
2019-12-26,26.29,+25.31%
2019-12-24,26.05,+31.77%
2019-12-23,26.04,+28.53%
2019-12-20,25.99,+24.24%
2019-12-19,25.88,+21.79%
2019-12-18,25.70,+18.16%
2019-12-17,25.68,+18.83%
2019-12-16,25.67,+16.15%
2019-12-13,25.42,+12.08%
2019-12-12,25.36,+11.92%
2019-12-11,25.16,+12.02%
2019-12-10,25.02,+11.75%
2019-12-09,25.04,+13.00%
2019-12-06,25.15,+9.78%
2019-12-05,24.88,+9.27%
2019-12-04,24.85,+9.13%
2019-12-03,24.72,+4.48%
2019-12-02,24.88,+6.87%
2019-11-29,25.17,+9.01%
2019-11-27,25.29,+12.65%
2019-11-26,25.11,+12.20%
2019-11-25,25.07,+14.63%
2019-11-22,24.77,+12.44%
2019-11-21,24.75,+12.35%
2019-11-20,24.81,+13.44%
2019-11-19,24.97,+12.17%
2019-11-18,24.94,+8.39%
2019-11-15,24.90,+7.84%
